	17	43	69	95	121	147	173	199	225	251
ASV007	64	0	0	0	0	219	0	0	0	0
ASV010	64	0	0	0	0	0	0	0	0	0
ASV078	64	0	0	0	0	308	-1	0	0	0
ASV209	64	0	0	0	201	242	-1	-1	0	0
ASV415	64	0	0	0	0	227	0	0	0	0
ASV438	64	0	0	0	0	218	0	0	0	0
ASV480	64	0	0	0	0	255	0	0	0	0
ASV481	64	0	0	0	0	220	0	0	0	0
ASV543	64	0	0	0	0	273	0	0	0	0
ASV544	64	0	0	0	0	272	0	0	0	0
ASV697	64	0	0	0	0	267	-1	0	0	0
